Time,x1,x2,x3
0.0,1.0,0.9999500837495818,0.9998006733199112
0.01,0.9995522836477396,0.9992054395676608,0.998760675759627
0.02,0.9982185366954818,0.9975795765845132,0.9968443593180331
0.03,0.9960134584129888,0.9950874569546116,0.9940669475381093
0.04,0.9929525322094065,0.9917448224049406,0.9904444388905189
0.05,0.9890520116992427,0.9875681800685039,0.9859935923760628
0.06,0.9843289060752093,0.9825747876290201,0.980731912443711
0.07,0.9788009648010986,0.9767826377901708,0.9746776332377808
0.08,0.9724866616384622,0.9702104420833831,0.9678497021884357
0.09,0.9654051780214749,0.9628776140287141,0.9602677629602794
0.1,0.9575763857949361,0.9548042516639916,0.951952137774382
0.11,0.9490208293309528,0.946011119457939,0.9429238091196531
0.12,0.9397597070403898,0.9365196296235534,0.9332044008700189
0.13,0.9298148522957325,0.9263518228485598,0.9228161588243936
0.14,0.9192087137825232,0.9155303484602798,0.9117819306869637
0.15,0.9079643352970618,0.9040784440427654,0.9001251455057948
0.16,0.8961053350085427,0.8920199145245424,0.8878697925882713
0.17,0.8836558842042975,0.8793791107557813,0.8750403999123375
0.18,0.8706406855372676,0.866180907594176,0.8616620120529744
0.19,0.857084950795284,0.8524506815192501,0.8477601676437717
0.2,0.8430143782121606,0.8382142877952388,0.8333608763938813
0.21,0.8284551293410172,0.8234980372030967,0.818490595681036
0.22,0.8134338055106483,0.8083286723625693,0.8031762067416937
0.23,0.7979774238861226,0.792733343665643,0.7874449904797398
0.24,0.7821133931551586,0.7767395848430216,0.7713246029155154
0.25,0.765869488862154,0.7603752881856296,0.7548430502972648
0.26,0.7492738284120721,0.7436686794434323,0.7380286638974041
0.27,0.7323548457666758,0.7266482924241657,0.7209100745162855
0.28,0.7151412658558784,0.7093429433148357,0.7035161867164134
0.29,0.6976620787272487,0.6917817047490955,0.685876152810285
0.3,0.6799465134569227,0.6739938796438363,0.6680193466252798
0.31,0.6620240118454097,0.6560089748285411,0.6499753370691965
0.32,0.6439242019219575,0.6378566744911291,0.6317738615202321
0.33,0.6256768712813272,0.6195668134641915,0.6134447990653479
0.34,0.607311940276968,0.6011693503756538,0.5950181436111093
0.35000000000000003,0.5888594350947185,0.5826943406880343,0.5765239768911932
0.36,0.5703494607312662,0.5641719096505571,0.5579924413948596
0.37,0.551812173901683,0.5456322251884597,0.5394537132407443
0.38,0.5332777559004164,0.5271054707538967,0.5209379750203897
0.39,0.5147763854401624,0.5086218181628717,0.5024753886359496
0.4,0.49633821149306045,0.49021140044263745,0.48409606815651324
0.41000000000000003,0.47799332615865386,0.4719042847140068,0.4658300527174756
0.42,0.45977173758303147,0.45373044513297267,0.44770727948734307
0.43,0.44170334295352126,0.43571973591599084,0.4297575567263026
0.44,0.4238179015932403,0.4179018644732009,0.41201053696079976
0.45,0.406145008179712,0.4003063646737612,0.3944956902982658
0.46,0.38871406611165443,0.3829625702673611,0.3772422779060108
0.47000000000000003,0.37155426104790606,0.36589958848582593,0.36027932567814785
0.48,0.35469453464230233,0.34914627384857233,0.3436355981142471
0.49,0.3381635584981412,0.33273120219548963,0.3273395724332289
0.5,0.3219897083656757,0.3166826449706118,0.3114194129457877
0.51,0.30620103860585307,0.30102854377972665,0.2959029457084139
0.52,0.2908252569432843,0.285796485244816,0.28081763348182165
0.53,0.275889699531162,0.27101367617795863,0.26619055101631706
0.54,0.2614213063505675,0.25670691909703547,0.2520483606863511
0.55,0.24744659696630655,0.2429025881052725,0.23841728849618188
0.56,0.2339916466610909,0.2296266051563285,0.2253231004782411
0.5700000000000001,0.2210820629695434,0.21690441672628563,0.21279107950544407
0.58,0.2087429626331463,0.2047609709135395,0.2008460025383107
0.59,0.19699894899686826,0.1932206949871939,0.1895121183273733
0.6,0.18587408986781528,0.1823074734041677,0.17881312559093787
0.61,0.17539189585582848,0.1720446263147956,0.16877215168783716
0.62,0.16557529921552205,0.1624548885762671,0.15941173180436896
0.63,0.15644663320880237,0.1535603892927893,0.15075378867414946
0.64,0.14802761200643938,0.14538263190088713,0.14281961284913258
0.65,0.14033931114677844,0.13794247481776128,0.1356298435395502
0.66,0.13340214856917915,0.13126011267012183,0.1292044500400168
0.67,0.1272358662392471,0.12535505812038594,0.12356271375851091
0.68,0.12185951238239828,0.12024612430659948,0.11872321086441079
0.6900000000000001,0.117291424341741,0.11595140791188241,0.11470379557119476
0.7000000000000001,0.11354921207570562,0.11248827287863605,0.11152158406885465
0.71,0.11064974231027025,0.10987333478216571,0.10919293912048011
0.72,0.10860912336004586,0.10812244587778586,0.10773345533687612
0.73,0.10744269063188006,0.10725068083485922,0.10715794514246652
0.74,0.1071649928240272,0.10727232317061247,0.10748042544511038
0.75,0.10778977883330026,0.10820085239593452,0.10871410502183265
0.76,0.10932998538199329,0.11004893188472692,0.11087137263181568
0.77,0.1117977253757037,0.11282839747772172,0.1139637858673519
0.78,0.11520427700253472,0.11655024683102388,0.11800206075279135
0.79,0.1195600735834883,0.12122462951896318,0.12299606210084302
0.8,0.12487469418317904,0.12686083790016206,0.12895479463490866
0.81,0.1311568549893239,0.13346729875504054,0.13588639488544085
0.8200000000000001,0.13841440146876083,0.14105156570228244,0.14379812386761298
0.8300000000000001,0.14665430130705842,0.14962031240108803,0.1526963605468976
0.84,0.15588263813806913,0.15917932654533207,0.16258659609842635
0.85,0.1661046060690694,0.16973350465502907,0.1734734289653042
0.86,0.17732450500641384,0.18128684766979625,0.18536056072032064
0.87,0.18954573678590975,0.19384245734827837,0.19825079273478366
0.88,0.20277080211139445,0.20740253347677273,0.21214602365747545
0.89,0.2170012983042703,0.2219683718895724,0.22704724770599546
0.9,0.232237917866024,0.23754036330280037,0.24295455377203345
0.91,0.24848044785502094,0.25411799296279336,0.2598671253413706
0.92,0.26572777007813975,0.2716998411093437,0.2777832412286899
0.93,0.2839778620970689,0.2902835842533895,0.29670027712652414
0.9400000000000001,0.303227799048366,0.30986599726799613,0.31661470796695734
0.9500000000000001,0.32347375627563746,0.3304429562907543,0.3375221110939478
0.96,0.34471101277146976,0.3520094424349772,0.3594171702434182
